partitioning,price,rooms_count,useful_surface,built_surface,bathrooms_count,price_range
decomandat,115000,4.0,80.0,90.0,2.0,mediu
semidecomandat,40000,1.0,32.0,42.0,1.0,mic
decomandat,51500,1.0,37.0,45.0,1.0,mic
decomandat,77000,2.0,54.0,60.0,1.0,mediu
decomandat,131865,2.0,89.0,89.0,1.0,mediu
decomandat,209000,4.0,122.0,146.0,2.0,mare
semidecomandat,174000,3.0,82.0,117.0,2.0,mare
decomandat,104500,3.0,84.0,100.0,2.0,mediu
semidecomandat,350000,3.0,91.0,129.0,2.0,mare
decomandat,95000,4.0,90.0,,2.0,mediu
semidecomandat,61500,2.0,54.0,57.0,1.0,mic
semidecomandat,255000,3.0,106.0,125.0,2.0,mare
decomandat,52000,2.0,47.0,57.0,1.0,mic
decomandat,40000,1.0,34.0,36.0,1.0,mic
decomandat,152000,3.0,59.0,66.0,2.0,mare
decomandat,79500,2.0,82.0,96.0,1.0,mediu
semidecomandat,69500,2.0,49.0,53.0,1.0,mediu
decomandat,66000,3.0,70.0,70.0,1.0,mediu
decomandat,195000,3.0,89.0,97.0,2.0,mare
decomandat,154000,2.0,69.0,83.0,1.0,mare
decomandat,210000,4.0,115.0,125.0,2.0,mare
decomandat,64240,3.0,62.0,74.0,1.0,mic
decomandat,119900,3.0,62.0,70.0,1.0,mediu
semidecomandat,259000,3.0,98.0,123.0,2.0,mare
decomandat,930000,4.0,172.0,242.0,3.0,mare
decomandat,144500,3.0,86.0,120.0,2.0,mare
decomandat,140000,3.0,68.0,74.0,1.0,mediu
semidecomandat,237000,3.0,105.0,170.0,3.0,mare
semidecomandat,82000,2.0,42.0,53.0,1.0,mediu
decomandat,45900,2.0,59.0,65.0,1.0,mic
decomandat,49490,1.0,72.0,92.0,1.0,mic
decomandat,54900,2.0,45.0,,1.0,mic
decomandat,153630,4.0,81.0,118.0,2.0,mare
decomandat,63000,2.0,63.0,75.0,1.0,mic
semidecomandat,100000,3.0,65.0,75.0,1.0,mediu
semidecomandat,132500,4.0,85.0,,2.0,mediu
decomandat,110000,3.0,75.0,75.0,2.0,mediu
decomandat,53500,2.0,57.0,67.0,1.0,mic
decomandat,93000,3.0,73.0,88.0,2.0,mediu
semidecomandat,39000,2.0,45.0,47.0,1.0,mic
decomandat,59900,2.0,43.0,53.0,1.0,mic
decomandat,124994,3.0,71.0,,2.0,mediu
decomandat,32900,1.0,33.0,41.0,1.0,mic
decomandat,112499,3.0,70.0,78.0,2.0,mediu
decomandat,48300,1.0,40.0,50.0,1.0,mic
semidecomandat,136000,3.0,82.0,131.0,2.0,mediu
decomandat,225575,4.0,107.0,140.0,2.0,mare
semidecomandat,61990,2.0,64.0,73.0,2.0,mic
semidecomandat,39900,2.0,45.0,50.0,1.0,mic
semidecomandat,120000,4.0,80.0,96.0,2.0,mediu
semidecomandat,145000,3.0,80.0,90.0,2.0,mare
decomandat,52723,2.0,48.0,53.0,1.0,mic
semidecomandat,56500,1.0,30.0,,1.0,mic
decomandat,88900,2.0,49.0,56.0,1.0,mediu
decomandat,439000,3.0,91.0,126.0,2.0,mare
,75683,2.0,53.0,64.0,1.0,mediu
decomandat,129000,3.0,78.0,100.0,2.0,mediu
decomandat,162000,5.0,108.0,,2.0,mare
decomandat,92000,2.0,90.0,,1.0,mediu
decomandat,78000,3.0,72.0,,1.0,mediu
decomandat,106250,3.0,63.0,86.0,1.0,mediu
decomandat,135500,4.0,108.0,129.0,2.0,mediu
semidecomandat,41500,2.0,40.0,40.0,1.0,mic
decomandat,518000,5.0,244.0,345.0,3.0,mare
decomandat,143262,3.0,77.0,107.0,2.0,mare
decomandat,99750,3.0,110.0,130.0,2.0,mediu
decomandat,74900,2.0,54.0,70.0,1.0,mediu
decomandat,260000,4.0,95.0,110.0,1.0,mare
,329900,4.0,113.0,150.0,3.0,mare
semidecomandat,469900,3.0,150.0,174.0,3.0,mare
decomandat,96639,3.0,64.0,155.0,1.0,mediu
semidecomandat,68000,2.0,78.0,85.0,1.0,mediu
decomandat,120000,3.0,78.0,86.0,2.0,mediu
decomandat,180931,3.0,80.0,145.0,2.0,mare
decomandat,180000,3.0,92.0,110.0,2.0,mare
decomandat,450000,3.0,92.0,104.0,2.0,mare
decomandat,143000,2.0,80.0,100.0,2.0,mare
decomandat,127000,3.0,65.0,73.0,2.0,mediu
decomandat,99000,3.0,68.0,73.0,1.0,mediu
semidecomandat,67000,2.0,44.0,50.0,1.0,mediu
semidecomandat,75000,3.0,61.0,65.0,1.0,mediu
decomandat,41500,1.0,33.0,45.0,1.0,mic
circular,79900,3.0,64.0,90.0,1.0,mediu
decomandat,155000,4.0,90.0,,2.0,mare
semidecomandat,175000,3.0,71.0,,2.0,mare
decomandat,179500,4.0,83.0,90.0,2.0,mare
decomandat,69900,2.0,53.0,65.0,1.0,mediu
decomandat,418000,4.0,175.0,205.0,3.0,mare
,104500,1.0,43.0,61.0,1.0,mediu
decomandat,144950,3.0,115.0,134.0,2.0,mare
decomandat,66900,1.0,39.0,48.0,1.0,mediu
decomandat,93500,3.0,74.0,77.0,2.0,mediu
decomandat,73900,3.0,94.0,120.0,1.0,mediu
decomandat,48000,1.0,38.0,42.0,1.0,mic
decomandat,76900,3.0,65.0,70.0,2.0,mediu
semidecomandat,79800,2.0,51.0,60.0,1.0,mediu
decomandat,75000,2.0,,,1.0,mediu
semidecomandat,30000,1.0,28.0,31.0,1.0,mic
semidecomandat,122000,2.0,52.0,57.0,1.0,mediu
decomandat,140000,3.0,78.0,104.0,2.0,mediu
semidecomandat,128000,3.0,80.0,,2.0,mediu
decomandat,499000,4.0,180.0,435.0,3.0,mare
decomandat,57800,2.0,64.0,71.0,1.0,mic
decomandat,95000,4.0,100.0,120.0,2.0,mediu
decomandat,127800,2.0,,,1.0,mediu
decomandat,75900,2.0,55.0,56.0,1.0,mediu
decomandat,47500,2.0,43.0,52.0,1.0,mic
semidecomandat,55000,2.0,57.0,68.0,1.0,mic
decomandat,95025,3.0,72.0,117.0,2.0,mediu
decomandat,66667,2.0,58.0,73.0,1.0,mediu
semidecomandat,73000,3.0,80.0,86.0,1.0,mediu
semidecomandat,75900,2.0,54.0,70.0,1.0,mediu
,165000,3.0,80.0,124.0,2.0,mare
decomandat,54000,1.0,38.0,45.0,1.0,mic
decomandat,56500,2.0,45.0,,1.0,mic
semidecomandat,126500,3.0,78.0,90.0,2.0,mediu
decomandat,57000,2.0,52.0,,1.0,mic
semidecomandat,246708,2.0,59.0,74.0,1.0,mare
decomandat,145000,3.0,106.0,127.0,1.0,mare
decomandat,52000,2.0,49.0,55.0,1.0,mic
,175000,4.0,120.0,,2.0,mare
semidecomandat,140000,4.0,120.0,152.0,2.0,mediu
semidecomandat,67000,1.0,44.0,56.0,1.0,mediu
decomandat,187780,2.0,63.0,75.0,1.0,mare
decomandat,134700,2.0,62.0,120.0,1.0,mediu
decomandat,290000,4.0,150.0,169.0,2.0,mare
decomandat,78000,3.0,65.0,72.0,1.0,mediu
decomandat,48000,1.0,29.0,,1.0,mic
decomandat,160431,3.0,82.0,98.0,2.0,mare
semidecomandat,41500,1.0,30.0,35.0,1.0,mic
decomandat,138900,3.0,77.0,87.0,2.0,mediu
decomandat,72990,2.0,42.0,50.0,1.0,mediu
decomandat,750000,5.0,206.0,300.0,3.0,mare
semidecomandat,289000,3.0,85.0,118.0,2.0,mare
semidecomandat,235000,2.0,57.0,100.0,1.0,mare
decomandat,40150,2.0,47.0,55.0,1.0,mic
decomandat,63000,3.0,60.0,67.0,1.0,mic
decomandat,221000,3.0,73.0,222.0,2.0,mare
decomandat,65499,2.0,49.0,58.0,1.0,mediu
decomandat,240000,3.0,90.0,150.0,2.0,mare
decomandat,149000,5.0,112.0,120.0,1.0,mare
semidecomandat,88000,3.0,62.0,,1.0,mediu
semidecomandat,91000,2.0,58.0,70.0,1.0,mediu
decomandat,85000,2.0,57.0,67.0,1.0,mediu
semidecomandat,73500,3.0,65.0,78.0,1.0,mediu
semidecomandat,74900,3.0,64.0,70.0,1.0,mediu
semidecomandat,60680,2.0,43.0,43.0,1.0,mic
decomandat,105000,2.0,61.0,61.0,1.0,mediu
decomandat,45000,2.0,55.0,65.0,1.0,mic
decomandat,79100,2.0,55.0,64.0,1.0,mediu
decomandat,235000,2.0,79.0,99.0,2.0,mare
decomandat,85000,3.0,67.0,71.0,2.0,mediu
decomandat,104500,3.0,84.0,102.0,2.0,mediu
decomandat,74000,3.0,67.0,73.0,2.0,mediu
decomandat,168500,3.0,110.0,120.0,2.0,mare
decomandat,120000,4.0,90.0,100.0,2.0,mediu
semidecomandat,85000,3.0,74.0,88.0,2.0,mediu
decomandat,198000,3.0,103.0,,1.0,mare
semidecomandat,109000,2.0,47.0,55.0,1.0,mediu
decomandat,65000,3.0,86.0,,2.0,mic
semidecomandat,90000,2.0,56.0,62.0,1.0,mediu
decomandat,208000,3.0,85.0,120.0,1.0,mare
decomandat,114931,2.0,60.0,84.0,1.0,mediu
,99000,2.0,55.0,67.0,1.0,mediu
decomandat,115000,2.0,56.0,60.0,1.0,mediu
decomandat,127500,2.0,74.0,87.0,1.0,mediu
decomandat,129900,3.0,84.0,100.0,2.0,mediu
semidecomandat,79000,2.0,55.0,60.0,1.0,mediu
decomandat,83000,3.0,65.0,69.0,2.0,mediu
semidecomandat,68000,2.0,45.0,50.0,1.0,mediu
decomandat,95000,2.0,61.0,68.0,1.0,mediu
semidecomandat,74000,3.0,62.0,70.0,1.0,mediu
decomandat,49000,1.0,35.0,40.0,1.0,mic
decomandat,95000,4.0,80.0,84.0,2.0,mediu
semidecomandat,65000,2.0,58.0,97.0,1.0,mic
semidecomandat,59000,3.0,60.0,65.0,1.0,mic
decomandat,85000,2.0,51.0,63.0,1.0,mediu
decomandat,174900,3.0,80.0,88.0,1.0,mare
decomandat,250000,3.0,102.0,140.0,1.0,mare
decomandat,545000,5.0,202.0,,4.0,mare
decomandat,89990,3.0,75.0,120.0,1.0,mediu
decomandat,41500,2.0,46.0,53.0,1.0,mic
decomandat,91500,3.0,71.0,92.0,2.0,mediu
decomandat,78095,2.0,74.0,84.0,1.0,mediu
decomandat,58000,2.0,54.0,60.0,1.0,mic
,125000,2.0,65.0,70.0,1.0,mediu
semidecomandat,43500,1.0,28.0,33.0,1.0,mic
semidecomandat,71500,2.0,56.0,,1.0,mediu
decomandat,128999,2.0,62.0,69.0,1.0,mediu
decomandat,60000,2.0,52.0,57.0,1.0,mic
decomandat,44370,2.0,51.0,59.0,1.0,mic
decomandat,71476,2.0,70.0,75.0,1.0,mediu
decomandat,83000,3.0,70.0,75.0,2.0,mediu
semidecomandat,75000,2.0,41.0,41.0,1.0,mediu
semidecomandat,85000,3.0,60.0,65.0,1.0,mediu
decomandat,175000,2.0,60.0,70.0,1.0,mare
decomandat,551327,4.0,161.0,370.0,3.0,mare
semidecomandat,38500,2.0,31.0,38.0,1.0,mic
semidecomandat,46000,2.0,46.0,54.0,1.0,mic
decomandat,63100,2.0,56.0,64.0,1.0,mic
decomandat,87000,2.0,54.0,,1.0,mediu
semidecomandat,69900,2.0,59.0,59.0,1.0,mediu
semidecomandat,120000,2.0,60.0,92.0,1.0,mediu
semidecomandat,163000,2.0,52.0,55.0,1.0,mare
decomandat,85000,3.0,67.0,71.0,2.0,mediu
semidecomandat,110000,3.0,68.0,73.0,2.0,mediu
semidecomandat,61900,3.0,58.0,,1.0,mic
decomandat,48000,2.0,50.0,62.0,1.0,mic
semidecomandat,107000,2.0,62.0,81.0,1.0,mediu
semidecomandat,94000,3.0,65.0,,2.0,mediu
decomandat,108000,3.0,76.0,86.0,2.0,mediu
decomandat,55000,2.0,40.0,45.0,1.0,mic
semidecomandat,50000,2.0,52.0,75.0,1.0,mic
decomandat,130000,2.0,60.0,60.0,1.0,mediu
decomandat,143680,3.0,77.0,91.0,2.0,mare
decomandat,125000,3.0,60.0,72.0,1.0,mediu
decomandat,61900,1.0,39.0,40.0,1.0,mic
decomandat,85000,3.0,72.0,,2.0,mediu
semidecomandat,109000,3.0,71.0,79.0,2.0,mediu
semidecomandat,35000,1.0,30.0,36.0,1.0,mic
decomandat,76900,2.0,95.0,111.0,1.0,mediu
semidecomandat,125000,6.0,120.0,,3.0,mediu
decomandat,59600,2.0,56.0,79.0,2.0,mic
semidecomandat,89000,3.0,76.0,79.0,2.0,mediu
circular,71000,2.0,52.0,59.0,1.0,mediu
decomandat,74000,2.0,63.0,76.0,1.0,mediu
nedecomandat,153900,3.0,,,2.0,mare
decomandat,280000,3.0,120.0,160.0,2.0,mare
decomandat,95000,3.0,71.0,71.0,2.0,mediu
decomandat,170000,3.0,,,2.0,mare
decomandat,164000,3.0,72.0,98.0,2.0,mare
decomandat,225000,4.0,115.0,135.0,2.0,mare
decomandat,90000,2.0,56.0,65.0,1.0,mediu
decomandat,89000,3.0,62.0,74.0,1.0,mediu
decomandat,83000,2.0,69.0,69.0,1.0,mediu
semidecomandat,35000,1.0,30.0,35.0,1.0,mic
decomandat,89000,2.0,54.0,65.0,1.0,mediu
semidecomandat,68000,2.0,52.0,,1.0,mediu
decomandat,116900,3.0,74.0,78.0,2.0,mediu
decomandat,139000,3.0,70.0,90.0,2.0,mediu
decomandat,85000,2.0,62.0,74.0,1.0,mediu
decomandat,155000,3.0,85.0,102.0,2.0,mare
decomandat,71970,2.0,65.0,75.0,1.0,mediu
decomandat,44400,2.0,44.0,55.0,1.0,mic
semidecomandat,32500,1.0,28.0,33.0,1.0,mic
decomandat,210000,3.0,88.0,100.0,3.0,mare
decomandat,199000,2.0,64.0,74.0,1.0,mare
decomandat,72500,3.0,68.0,80.0,1.0,mediu
decomandat,115000,4.0,81.0,100.0,2.0,mediu
decomandat,230000,3.0,87.0,150.0,2.0,mare
decomandat,58000,2.0,50.0,60.0,1.0,mic
semidecomandat,90000,3.0,70.0,74.0,2.0,mediu
semidecomandat,46000,1.0,33.0,34.0,1.0,mic
decomandat,130000,2.0,54.0,65.0,1.0,mediu
semidecomandat,97000,3.0,68.0,75.0,1.0,mediu
decomandat,83200,2.0,64.0,75.0,1.0,mediu
decomandat,179000,5.0,150.0,171.0,4.0,mare
,93500,3.0,71.0,94.0,2.0,mediu
decomandat,84000,2.0,62.0,66.0,1.0,mediu
decomandat,43000,2.0,44.0,54.0,1.0,mic
semidecomandat,135000,3.0,82.0,100.0,1.0,mediu
decomandat,63000,2.0,55.0,65.0,1.0,mic
semidecomandat,85000,2.0,45.0,52.0,1.0,mediu
decomandat,369900,6.0,180.0,198.0,2.0,mare
semidecomandat,67200,2.0,53.0,59.0,1.0,mediu
semidecomandat,64500,2.0,48.0,48.0,2.0,mic
decomandat,179000,4.0,112.0,145.0,3.0,mare
semidecomandat,93466,3.0,86.0,99.0,2.0,mediu
decomandat,68000,2.0,58.0,66.0,1.0,mediu
decomandat,65000,3.0,80.0,,1.0,mic
semidecomandat,110000,3.0,60.0,,1.0,mediu
decomandat,78000,2.0,75.0,85.0,1.0,mediu
decomandat,59900,2.0,60.0,69.0,1.0,mic
semidecomandat,41805,2.0,57.0,66.0,1.0,mic
decomandat,87000,2.0,37.0,40.0,1.0,mediu
decomandat,665000,5.0,206.0,300.0,3.0,mare
decomandat,235000,4.0,115.0,255.0,2.0,mare
decomandat,54800,2.0,51.0,57.0,1.0,mic
decomandat,180000,3.0,120.0,145.0,2.0,mare
semidecomandat,176000,5.0,120.0,150.0,3.0,mare
semidecomandat,154000,3.0,70.0,90.0,2.0,mare
decomandat,94900,3.0,71.0,78.0,2.0,mediu
decomandat,300000,3.0,104.0,124.0,2.0,mare
decomandat,99000,3.0,112.0,130.0,2.0,mediu
semidecomandat,36500,1.0,35.0,38.0,1.0,mic
semidecomandat,110000,3.0,88.0,105.0,1.0,mediu
decomandat,68340,2.0,64.0,74.0,1.0,mediu
decomandat,129900,3.0,83.0,105.0,1.0,mediu
semidecomandat,279000,4.0,107.0,130.0,2.0,mare
,106000,3.0,68.0,80.0,2.0,mediu
decomandat,129000,3.0,90.0,111.0,1.0,mediu
decomandat,195000,4.0,124.0,160.0,2.0,mare
decomandat,95900,3.0,87.0,97.0,2.0,mediu
decomandat,64500,2.0,50.0,53.0,1.0,mic
decomandat,49500,2.0,35.0,45.0,1.0,mic
decomandat,170000,3.0,110.0,117.0,2.0,mare
decomandat,49900,2.0,40.0,45.0,1.0,mic
circular,74900,3.0,56.0,60.0,1.0,mediu
decomandat,64000,3.0,60.0,68.0,1.0,mic
decomandat,70950,2.0,54.0,72.0,1.0,mediu
decomandat,140000,3.0,77.0,77.0,2.0,mediu
decomandat,120000,3.0,73.0,98.0,2.0,mediu
decomandat,300000,4.0,126.0,130.0,2.0,mare
decomandat,55200,2.0,46.0,53.0,1.0,mic
decomandat,74900,3.0,70.0,80.0,2.0,mediu
semidecomandat,55900,2.0,53.0,58.0,1.0,mic
semidecomandat,129900,3.0,86.0,109.0,1.0,mediu
decomandat,45000,1.0,42.0,46.0,1.0,mic
semidecomandat,33500,1.0,30.0,,1.0,mic
semidecomandat,123900,3.0,88.0,103.0,2.0,mediu
decomandat,73000,2.0,52.0,52.0,1.0,mediu
semidecomandat,67000,2.0,45.0,50.0,1.0,mediu
decomandat,321500,3.0,121.0,161.0,3.0,mare
decomandat,52000,1.0,30.0,33.0,1.0,mic
semidecomandat,75500,3.0,67.0,70.0,1.0,mediu
semidecomandat,93850,3.0,64.0,,1.0,mediu
decomandat,90000,3.0,66.0,,1.0,mediu
decomandat,70900,2.0,55.0,65.0,1.0,mediu
semidecomandat,61950,2.0,47.0,50.0,1.0,mic
semidecomandat,149999,4.0,83.0,100.0,2.0,mare
decomandat,148000,3.0,91.0,115.0,2.0,mare
decomandat,84900,3.0,70.0,81.0,1.0,mediu
circular,335000,4.0,153.0,220.0,3.0,mare
decomandat,90000,3.0,60.0,70.0,2.0,mediu
decomandat,89000,4.0,108.0,120.0,2.0,mediu
decomandat,60500,3.0,62.0,76.0,1.0,mic
decomandat,79600,3.0,71.0,80.0,2.0,mediu
decomandat,129900,3.0,74.0,97.0,2.0,mediu
semidecomandat,100000,3.0,66.0,70.0,2.0,mediu
decomandat,88000,2.0,60.0,80.0,1.0,mediu
decomandat,87700,4.0,102.0,110.0,2.0,mediu
decomandat,44000,2.0,48.0,53.0,1.0,mic
decomandat,104000,3.0,65.0,,1.0,mediu
semidecomandat,125000,3.0,65.0,72.0,2.0,mediu
semidecomandat,79000,4.0,79.0,95.0,2.0,mediu
semidecomandat,97500,3.0,55.0,65.0,1.0,mediu
decomandat,69900,3.0,70.0,78.0,1.0,mediu
decomandat,89524,2.0,67.0,77.0,1.0,mediu
semidecomandat,195000,3.0,78.0,99.0,2.0,mare
circular,64000,3.0,62.0,62.0,1.0,mic
decomandat,160000,4.0,100.0,125.0,2.0,mare
decomandat,450000,3.0,149.0,149.0,2.0,mare
decomandat,65500,2.0,51.0,60.0,1.0,mediu
decomandat,78000,3.0,61.0,65.0,1.0,mediu
decomandat,445500,10.0,330.0,360.0,3.0,mare
decomandat,128000,3.0,72.0,85.0,1.0,mediu
decomandat,155000,3.0,151.0,151.0,1.0,mare
decomandat,35000,1.0,31.0,34.0,1.0,mic
decomandat,154900,4.0,98.0,104.0,2.0,mare
decomandat,267000,4.0,106.0,146.0,3.0,mare
,147000,3.0,82.0,89.0,2.0,mare
semidecomandat,84900,2.0,56.0,65.0,1.0,mediu
decomandat,36000,1.0,36.0,43.0,1.0,mic
semidecomandat,105000,3.0,65.0,70.0,2.0,mediu
decomandat,60000,2.0,54.0,60.0,1.0,mic
decomandat,81250,2.0,55.0,65.0,1.0,mediu
semidecomandat,56784,2.0,54.0,64.0,1.0,mic
decomandat,73900,2.0,53.0,55.0,1.0,mediu
decomandat,90000,3.0,75.0,86.0,2.0,mediu
decomandat,269000,4.0,94.0,103.0,2.0,mare
decomandat,82000,2.0,65.0,74.0,2.0,mediu
semidecomandat,59000,2.0,,,1.0,mic
semidecomandat,52500,2.0,48.0,51.0,1.0,mic
decomandat,45806,1.0,40.0,48.0,1.0,mic
decomandat,53999,1.0,42.0,49.0,1.0,mic
decomandat,780000,4.0,188.0,240.0,3.0,mare
decomandat,125900,3.0,89.0,102.0,2.0,mediu
decomandat,135800,3.0,79.0,102.0,1.0,mediu
decomandat,90000,4.0,81.0,90.0,2.0,mediu
decomandat,68000,2.0,54.0,91.0,1.0,mediu
decomandat,83000,1.0,40.0,42.0,1.0,mediu
semidecomandat,58000,2.0,45.0,50.0,1.0,mic
decomandat,47619,2.0,57.0,63.0,1.0,mic
semidecomandat,52000,2.0,57.0,61.0,1.0,mic
semidecomandat,82001,2.0,37.0,44.0,1.0,mediu
decomandat,163500,3.0,81.0,115.0,2.0,mare
decomandat,125000,2.0,54.0,60.0,1.0,mediu
decomandat,101800,2.0,63.0,73.0,1.0,mediu
decomandat,140000,2.0,63.0,67.0,1.0,mediu
decomandat,56100,2.0,52.0,60.0,1.0,mic
circular,100000,3.0,70.0,212.0,2.0,mediu
decomandat,124990,3.0,70.0,75.0,2.0,mediu
semidecomandat,74000,3.0,72.0,72.0,1.0,mediu
decomandat,71900,3.0,70.0,78.0,2.0,mediu
decomandat,61230,2.0,66.0,77.0,1.0,mic
decomandat,129000,3.0,78.0,89.0,1.0,mediu
semidecomandat,68000,3.0,66.0,80.0,2.0,mediu
semidecomandat,85000,2.0,62.0,72.0,1.0,mediu
decomandat,209000,3.0,103.0,150.0,2.0,mare
decomandat,280000,4.0,96.0,135.0,2.0,mare
decomandat,132000,3.0,70.0,90.0,2.0,mediu
semidecomandat,625000,7.0,250.0,300.0,4.0,mare
semidecomandat,69900,2.0,67.0,80.0,1.0,mediu
decomandat,169900,3.0,98.0,120.0,2.0,mare
semidecomandat,450000,5.0,169.0,202.0,3.0,mare
decomandat,122000,3.0,56.0,65.0,1.0,mediu
decomandat,65900,2.0,63.0,85.0,1.0,mediu
decomandat,80000,3.0,70.0,74.0,2.0,mediu
decomandat,657000,5.0,172.0,190.0,3.0,mare
decomandat,60000,3.0,70.0,75.0,2.0,mic
decomandat,220000,4.0,88.0,150.0,2.0,mare
decomandat,174900,3.0,75.0,90.0,2.0,mare
decomandat,77000,3.0,81.0,95.0,2.0,mediu
semidecomandat,37500,2.0,31.0,40.0,1.0,mic
decomandat,141000,3.0,102.0,110.0,2.0,mediu
decomandat,56500,2.0,45.0,58.0,1.0,mic
decomandat,86000,2.0,40.0,52.0,1.0,mediu
decomandat,225000,4.0,120.0,120.0,2.0,mare
decomandat,103000,2.0,63.0,70.0,1.0,mediu
decomandat,40000,1.0,31.0,45.0,1.0,mic
decomandat,94900,2.0,64.0,70.0,1.0,mediu
decomandat,79500,2.0,40.0,60.0,1.0,mediu
decomandat,529000,4.0,150.0,170.0,3.0,mare
decomandat,38000,1.0,45.0,52.0,1.0,mic
semidecomandat,125000,1.0,43.0,57.0,1.0,mediu
semidecomandat,117000,2.0,57.0,57.0,1.0,mediu
decomandat,44900,1.0,40.0,,1.0,mic
decomandat,128499,4.0,101.0,101.0,2.0,mediu
decomandat,160000,3.0,75.0,,1.0,mare
semidecomandat,115000,3.0,65.0,80.0,1.0,mediu
decomandat,155000,2.0,63.0,70.0,1.0,mare
nedecomandat,42000,2.0,38.0,45.0,1.0,mic
decomandat,65000,2.0,80.0,110.0,1.0,mic
decomandat,95000,3.0,68.0,70.0,2.0,mediu
decomandat,176538,4.0,98.0,120.0,3.0,mare
decomandat,82499,3.0,74.0,85.0,2.0,mediu
semidecomandat,58500,4.0,82.0,93.0,2.0,mic
decomandat,195000,4.0,103.0,190.0,2.0,mare
decomandat,165000,3.0,72.0,100.0,2.0,mare
decomandat,187000,2.0,65.0,80.0,1.0,mare
decomandat,84900,4.0,100.0,,2.0,mediu
semidecomandat,98000,2.0,55.0,70.0,1.0,mediu
decomandat,89000,3.0,75.0,80.0,1.0,mediu
decomandat,135000,3.0,132.0,172.0,2.0,mediu
,269000,3.0,104.0,120.0,3.0,mare
decomandat,109000,3.0,109.0,129.0,2.0,mediu
decomandat,78000,2.0,41.0,71.0,1.0,mediu
semidecomandat,44000,1.0,32.0,42.0,1.0,mic
semidecomandat,104000,2.0,72.0,77.0,2.0,mediu
decomandat,82620,3.0,73.0,76.0,2.0,mediu
semidecomandat,269000,3.0,80.0,,2.0,mare
decomandat,220000,3.0,207.0,,2.0,mare
decomandat,82000,2.0,69.0,78.0,1.0,mediu
decomandat,68828,2.0,66.0,80.0,1.0,mediu
semidecomandat,69500,2.0,56.0,60.0,1.0,mediu
decomandat,62500,1.0,60.0,67.0,1.0,mic
decomandat,155000,3.0,100.0,115.0,2.0,mare
semidecomandat,81498,3.0,72.0,,1.0,mediu
semidecomandat,135000,2.0,66.0,98.0,2.0,mediu
semidecomandat,43000,1.0,40.0,47.0,1.0,mic
decomandat,57000,1.0,36.0,40.0,1.0,mic
decomandat,680000,4.0,160.0,175.0,2.0,mare
decomandat,195000,4.0,103.0,130.0,2.0,mare
,175000,3.0,80.0,302.0,2.0,mare
decomandat,149900,4.0,108.0,130.0,2.0,mare
semidecomandat,189000,3.0,90.0,120.0,2.0,mare
decomandat,74500,2.0,54.0,83.0,1.0,mediu
semidecomandat,53700,1.0,46.0,51.0,1.0,mic
decomandat,115000,2.0,53.0,81.0,1.0,mediu
decomandat,699800,4.0,123.0,158.0,3.0,mare
semidecomandat,114000,2.0,60.0,62.0,1.0,mediu
decomandat,143000,3.0,81.0,,2.0,mare
decomandat,32500,2.0,34.0,37.0,1.0,mic
decomandat,79900,3.0,83.0,90.0,2.0,mediu
decomandat,53000,2.0,52.0,58.0,1.0,mic
decomandat,81999,3.0,74.0,88.0,2.0,mediu
decomandat,349000,4.0,165.0,165.0,3.0,mare
decomandat,250000,4.0,192.0,254.0,2.0,mare
semidecomandat,125000,3.0,84.0,96.0,1.0,mediu
decomandat,88000,3.0,82.0,90.0,2.0,mediu
decomandat,72000,3.0,57.0,69.0,1.0,mediu
decomandat,73000,3.0,60.0,75.0,1.0,mediu
decomandat,124900,2.0,64.0,77.0,1.0,mediu
circular,80000,3.0,67.0,,1.0,mediu
semidecomandat,99000,3.0,65.0,68.0,2.0,mediu
decomandat,138000,3.0,69.0,80.0,2.0,mediu
decomandat,189840,3.0,81.0,95.0,2.0,mare
decomandat,80000,3.0,71.0,,1.0,mediu
decomandat,239000,3.0,90.0,108.0,3.0,mare
decomandat,55999,2.0,56.0,65.0,1.0,mic
semidecomandat,40000,1.0,32.0,42.0,1.0,mic
decomandat,345000,3.0,116.0,135.0,2.0,mare
semidecomandat,115000,4.0,90.0,,2.0,mediu
decomandat,149000,2.0,64.0,70.0,1.0,mare
decomandat,133351,2.0,74.0,90.0,1.0,mediu
decomandat,268000,4.0,130.0,,2.0,mare
decomandat,184035,2.0,88.0,101.0,1.0,mare
decomandat,155000,3.0,77.0,77.0,2.0,mare
decomandat,152000,2.0,60.0,67.0,2.0,mare
decomandat,175000,4.0,92.0,92.0,2.0,mare
decomandat,61900,1.0,31.0,33.0,1.0,mic
semidecomandat,61499,2.0,50.0,56.0,1.0,mic
decomandat,66000,2.0,55.0,74.0,1.0,mediu
semidecomandat,93000,4.0,79.0,82.0,2.0,mediu
decomandat,99500,3.0,89.0,96.0,2.0,mediu
decomandat,54900,1.0,34.0,34.0,1.0,mic
decomandat,174900,4.0,104.0,,3.0,mare
decomandat,66000,2.0,59.0,71.0,1.0,mediu
nedecomandat,244000,4.0,,145.0,2.0,mare
decomandat,42800,1.0,53.0,68.0,1.0,mic
decomandat,220000,4.0,128.0,163.0,2.0,mare
decomandat,44900,2.0,42.0,51.0,1.0,mic
semidecomandat,44900,2.0,52.0,65.0,1.0,mic
semidecomandat,84900,3.0,68.0,83.0,2.0,mediu
semidecomandat,67900,2.0,55.0,65.0,1.0,mediu
