partitioning,price,rooms_count,useful_surface,built_surface,bathrooms_count,price_range
decomandat,438000,4.0,171.0,203.0,4.0,mare
semidecomandat,86000,1.0,48.0,61.0,1.0,mediu
decomandat,750000,4.0,177.0,250.0,3.0,mare
decomandat,79000,2.0,73.0,74.0,1.0,mediu
decomandat,359000,4.0,173.0,250.0,3.0,mare
decomandat,65800,2.0,63.0,77.0,1.0,mediu
decomandat,95520,2.0,58.0,72.0,1.0,mediu
decomandat,158820,3.0,78.0,93.0,2.0,mare
decomandat,127110,2.0,48.0,67.0,1.0,mediu
decomandat,82000,2.0,61.0,61.0,1.0,mediu
decomandat,99900,3.0,77.0,109.0,1.0,mediu
semidecomandat,280500,3.0,92.0,115.0,2.0,mare
semidecomandat,53900,2.0,50.0,50.0,1.0,mic
decomandat,39400,1.0,36.0,45.0,1.0,mic
decomandat,92308,2.0,58.0,65.0,1.0,mediu
nedecomandat,116500,2.0,58.0,100.0,2.0,mediu
decomandat,131000,3.0,103.0,126.0,2.0,mediu
decomandat,49990,2.0,44.0,50.0,1.0,mic
decomandat,485000,4.0,150.0,250.0,4.0,mare
semidecomandat,167500,4.0,97.0,121.0,2.0,mare
decomandat,329900,4.0,125.0,160.0,3.0,mare
semidecomandat,115000,4.0,77.0,81.0,2.0,mediu
decomandat,125000,2.0,61.0,64.0,1.0,mediu
semidecomandat,67000,3.0,78.0,90.0,1.0,mediu
semidecomandat,68500,2.0,44.0,49.0,1.0,mediu
decomandat,149900,4.0,108.0,130.0,2.0,mare
semidecomandat,122000,2.0,55.0,67.0,1.0,mediu
decomandat,159750,2.0,68.0,74.0,1.0,mare
semidecomandat,82300,2.0,57.0,69.0,1.0,mediu
decomandat,148750,4.0,82.0,93.0,2.0,mare
decomandat,103700,2.0,63.0,75.0,1.0,mediu
semidecomandat,169360,3.0,64.0,89.0,2.0,mare
semidecomandat,235000,3.0,127.0,180.0,3.0,mare
decomandat,94600,2.0,57.0,68.0,1.0,mediu
decomandat,75000,1.0,31.0,31.0,1.0,mediu
decomandat,78800,2.0,47.0,57.0,1.0,mediu
decomandat,28900,1.0,31.0,33.0,1.0,mic
semidecomandat,138000,3.0,78.0,83.0,2.0,mediu
semidecomandat,75000,2.0,50.0,60.0,1.0,mediu
decomandat,29900,1.0,30.0,30.0,1.0,mic
decomandat,69200,3.0,82.0,,2.0,mediu
decomandat,235500,3.0,94.0,110.0,3.0,mare
decomandat,119900,3.0,107.0,127.0,3.0,mediu
semidecomandat,101899,2.0,103.0,128.0,1.0,mediu
semidecomandat,87000,3.0,78.0,78.0,1.0,mediu
semidecomandat,60000,2.0,51.0,60.0,1.0,mic
decomandat,98000,2.0,54.0,65.0,1.0,mediu
decomandat,74000,3.0,71.0,97.0,2.0,mediu
semidecomandat,53000,2.0,45.0,50.0,1.0,mic
,106128,1.0,43.0,61.0,1.0,mediu
semidecomandat,83000,2.0,56.0,,1.0,mediu
decomandat,83900,3.0,81.0,110.0,2.0,mediu
decomandat,36000,1.0,34.0,38.0,1.0,mic
decomandat,46511,2.0,50.0,58.0,1.0,mic
semidecomandat,45000,1.0,32.0,32.0,1.0,mic
decomandat,62300,2.0,63.0,72.0,1.0,mic
semidecomandat,79000,2.0,56.0,63.0,1.0,mediu
decomandat,63900,3.0,76.0,,2.0,mic
decomandat,59000,2.0,56.0,70.0,1.0,mic
semidecomandat,82900,3.0,70.0,,2.0,mediu
decomandat,69900,2.0,53.0,64.0,1.0,mediu
decomandat,109900,3.0,71.0,89.0,2.0,mediu
semidecomandat,210000,2.0,81.0,105.0,1.0,mare
decomandat,146000,3.0,83.0,107.0,2.0,mare
semidecomandat,140000,4.0,104.0,120.0,2.0,mediu
decomandat,63650,2.0,65.0,75.0,1.0,mic
decomandat,55860,2.0,60.0,74.0,1.0,mic
decomandat,139999,4.0,127.0,140.0,1.0,mediu
decomandat,82000,2.0,56.0,63.0,1.0,mediu
decomandat,169000,4.0,87.0,133.0,2.0,mare
semidecomandat,85550,2.0,59.0,71.0,1.0,mediu
decomandat,38000,2.0,34.0,34.0,1.0,mic
semidecomandat,190000,2.0,63.0,81.0,2.0,mare
semidecomandat,106000,3.0,63.0,70.0,1.0,mediu
decomandat,750000,5.0,250.0,330.0,4.0,mare
decomandat,82000,2.0,56.0,64.0,1.0,mediu
decomandat,133000,3.0,166.0,166.0,2.0,mediu
decomandat,149000,3.0,100.0,130.0,2.0,mare
decomandat,45000,1.0,33.0,42.0,1.0,mic
decomandat,454200,3.0,182.0,200.0,2.0,mare
,60676,2.0,36.0,43.0,1.0,mic
,85000,2.0,40.0,,1.0,mediu
,135000,3.0,79.0,87.0,2.0,mediu
semidecomandat,97000,4.0,78.0,,2.0,mediu
semidecomandat,82836,2.0,63.0,79.0,1.0,mediu
decomandat,39500,2.0,46.0,53.0,1.0,mic
decomandat,330000,5.0,186.0,214.0,3.0,mare
semidecomandat,51489,2.0,60.0,68.0,1.0,mic
decomandat,84000,2.0,60.0,66.0,1.0,mediu
semidecomandat,112000,3.0,64.0,64.0,1.0,mediu
decomandat,83900,3.0,82.0,110.0,2.0,mediu
decomandat,153000,3.0,85.0,114.0,2.0,mare
decomandat,241000,4.0,144.0,158.0,3.0,mare
decomandat,55000,2.0,41.0,45.0,1.0,mic
semidecomandat,126000,2.0,43.0,55.0,1.0,mediu
decomandat,89900,3.0,95.0,105.0,2.0,mediu
decomandat,52900,2.0,44.0,50.0,1.0,mic
decomandat,194010,3.0,77.0,103.0,2.0,mare
semidecomandat,64900,1.0,34.0,47.0,1.0,mic
decomandat,77500,3.0,75.0,85.0,2.0,mediu
decomandat,68900,2.0,59.0,77.0,1.0,mediu
semidecomandat,169000,3.0,78.0,83.0,2.0,mare
decomandat,70952,2.0,60.0,75.0,1.0,mediu
decomandat,60500,2.0,55.0,66.0,1.0,mic
semidecomandat,155000,2.0,57.0,75.0,1.0,mare
decomandat,156500,2.0,56.0,70.0,1.0,mare
decomandat,148000,3.0,85.0,114.0,2.0,mare
semidecomandat,187000,3.0,80.0,124.0,2.0,mare
decomandat,117000,2.0,58.0,65.0,1.0,mediu
decomandat,175000,4.0,107.0,135.0,2.0,mare
decomandat,365000,4.0,151.0,191.0,2.0,mare
semidecomandat,78091,2.0,61.0,65.0,1.0,mediu
decomandat,119900,3.0,63.0,113.0,2.0,mediu
decomandat,37600,1.0,37.0,57.0,1.0,mic
semidecomandat,148000,3.0,71.0,85.0,2.0,mare
decomandat,68000,3.0,86.0,,2.0,mediu
semidecomandat,72500,1.0,43.0,58.0,1.0,mediu
decomandat,70040,1.0,44.0,55.0,1.0,mediu
decomandat,470000,4.0,159.0,159.0,2.0,mare
semidecomandat,53500,2.0,43.0,,1.0,mic
semidecomandat,330000,5.0,186.0,214.0,3.0,mare
decomandat,450300,5.0,251.0,288.0,3.0,mare
semidecomandat,83282,2.0,65.0,77.0,1.0,mediu
decomandat,95000,2.0,54.0,71.0,1.0,mediu
decomandat,53525,2.0,55.0,65.0,1.0,mic
decomandat,82797,2.0,51.0,75.0,2.0,mediu
decomandat,111500,3.0,81.0,97.0,2.0,mediu
decomandat,285000,3.0,98.0,108.0,2.0,mare
semidecomandat,149000,4.0,82.0,95.0,2.0,mare
decomandat,87628,2.0,58.0,65.0,1.0,mediu
decomandat,94900,3.0,75.0,110.0,2.0,mediu
decomandat,193000,5.0,112.0,120.0,1.0,mare
semidecomandat,98000,2.0,54.0,65.0,1.0,mediu
decomandat,95000,2.0,54.0,70.0,1.0,mediu
decomandat,67520,3.0,80.0,92.0,2.0,mediu
decomandat,53000,2.0,60.0,75.0,1.0,mic
decomandat,676620,4.0,265.0,635.0,3.0,mare
decomandat,145000,3.0,89.0,,2.0,mare
semidecomandat,71651,2.0,60.0,76.0,1.0,mediu
decomandat,139900,3.0,70.0,85.0,2.0,mediu
semidecomandat,58300,2.0,42.0,51.0,1.0,mic
decomandat,515000,4.0,122.0,147.0,2.0,mare
decomandat,185000,3.0,125.0,145.0,2.0,mare
vagon,87900,3.0,93.0,107.0,2.0,mediu
semidecomandat,90000,2.0,55.0,,1.0,mediu
decomandat,175000,3.0,82.0,95.0,2.0,mare
semidecomandat,97500,2.0,48.0,57.0,1.0,mediu
decomandat,163500,3.0,81.0,115.0,2.0,mare
semidecomandat,53000,1.0,40.0,46.0,1.0,mic
semidecomandat,79000,2.0,56.0,63.0,1.0,mediu
decomandat,118440,2.0,58.0,75.0,1.0,mediu
decomandat,145500,3.0,94.0,,2.0,mare
decomandat,68000,2.0,54.0,,1.0,mediu
decomandat,82000,3.0,73.0,85.0,2.0,mediu
semidecomandat,63660,2.0,73.0,83.0,1.0,mic
semidecomandat,234000,4.0,114.0,193.0,3.0,mare
semidecomandat,115000,4.0,88.0,119.0,2.0,mediu
decomandat,113000,3.0,87.0,100.0,2.0,mediu
semidecomandat,80000,1.0,47.0,57.0,1.0,mediu
decomandat,130000,3.0,69.0,75.0,1.0,mediu
decomandat,92111,2.0,57.0,64.0,1.0,mediu
decomandat,40000,2.0,46.0,,1.0,mic
decomandat,79009,2.0,62.0,74.0,1.0,mediu
decomandat,69900,2.0,48.0,48.0,1.0,mediu
semidecomandat,84500,1.0,47.0,61.0,1.0,mediu
decomandat,75000,2.0,60.0,70.0,1.0,mediu
decomandat,58000,2.0,43.0,52.0,1.0,mic
decomandat,60900,2.0,60.0,67.0,1.0,mic
decomandat,75000,3.0,83.0,83.0,2.0,mediu
circular,85000,2.0,50.0,60.0,1.0,mediu
decomandat,62200,3.0,67.0,75.0,1.0,mic
decomandat,169900,3.0,84.0,120.0,2.0,mare
decomandat,82000,2.0,56.0,63.0,1.0,mediu
decomandat,166140,2.0,59.0,93.0,1.0,mare
semidecomandat,47000,2.0,43.0,60.0,1.0,mic
decomandat,150000,3.0,78.0,93.0,2.0,mare
decomandat,67500,2.0,47.0,56.0,1.0,mediu
decomandat,61950,2.0,53.0,64.0,1.0,mic
semidecomandat,140800,3.0,97.0,116.0,2.0,mediu
decomandat,118790,2.0,68.0,81.0,1.0,mediu
semidecomandat,95000,3.0,90.0,100.0,1.0,mediu
decomandat,68990,2.0,63.0,,1.0,mediu
decomandat,72860,3.0,81.0,94.0,2.0,mediu
semidecomandat,26900,1.0,27.0,28.0,1.0,mic
decomandat,389000,3.0,94.0,102.0,2.0,mare
decomandat,348394,4.0,131.0,237.0,3.0,mare
decomandat,84000,2.0,59.0,67.0,1.0,mediu
decomandat,240000,4.0,90.0,110.0,2.0,mare
decomandat,153000,3.0,85.0,114.0,2.0,mare
semidecomandat,67500,2.0,56.0,60.0,1.0,mediu
semidecomandat,100600,2.0,62.0,72.0,1.0,mediu
decomandat,92900,2.0,58.0,63.0,1.0,mediu
semidecomandat,199000,2.0,63.0,72.0,1.0,mare
decomandat,76415,1.0,45.0,56.0,1.0,mediu
decomandat,120000,3.0,94.0,110.0,2.0,mediu
nedecomandat,83200,3.0,62.0,80.0,2.0,mediu
decomandat,98500,3.0,70.0,70.0,1.0,mediu
semidecomandat,378500,3.0,85.0,102.0,2.0,mare
decomandat,175000,4.0,116.0,139.0,2.0,mare
semidecomandat,78900,2.0,64.0,80.0,1.0,mediu
semidecomandat,42811,2.0,46.0,54.0,1.0,mic
decomandat,109000,3.0,84.0,95.0,2.0,mediu
decomandat,95000,3.0,73.0,,1.0,mediu
decomandat,115000,3.0,64.0,70.0,2.0,mediu
decomandat,62000,2.0,51.0,55.0,1.0,mic
decomandat,420000,4.0,136.0,175.0,3.0,mare
semidecomandat,65000,4.0,70.0,84.0,2.0,mic
decomandat,86600,2.0,61.0,74.0,1.0,mediu
decomandat,79700,2.0,60.0,81.0,1.0,mediu
decomandat,86900,2.0,68.0,79.0,1.0,mediu
semidecomandat,81000,1.0,47.0,60.0,1.0,mediu
decomandat,89999,3.0,86.0,106.0,2.0,mediu
semidecomandat,153300,3.0,64.0,89.0,2.0,mare
semidecomandat,143170,3.0,85.0,95.0,2.0,mare
semidecomandat,132000,2.0,50.0,55.0,1.0,mediu
semidecomandat,103000,3.0,72.0,84.0,2.0,mediu
semidecomandat,135000,3.0,68.0,72.0,1.0,mediu
decomandat,119340,2.0,44.0,64.0,1.0,mediu
decomandat,34800,1.0,30.0,37.0,1.0,mic
semidecomandat,78500,3.0,69.0,86.0,2.0,mediu
decomandat,94000,1.0,43.0,51.0,1.0,mediu
decomandat,225000,2.0,47.0,50.0,2.0,mare
decomandat,95000,2.0,55.0,75.0,1.0,mediu
decomandat,54900,2.0,61.0,75.0,1.0,mic
decomandat,86000,3.0,84.0,100.0,1.0,mediu
decomandat,125000,2.0,52.0,70.0,1.0,mediu
semidecomandat,42500,2.0,38.0,45.0,1.0,mic
semidecomandat,117199,2.0,67.0,,1.0,mediu
semidecomandat,57000,2.0,44.0,58.0,1.0,mic
semidecomandat,74000,2.0,50.0,50.0,1.0,mediu
,149575,3.0,86.0,,2.0,mare
decomandat,207000,3.0,84.0,95.0,2.0,mare
decomandat,70900,2.0,64.0,75.0,1.0,mediu
decomandat,145000,4.0,127.0,170.0,2.0,mare
decomandat,303000,4.0,158.0,175.0,3.0,mare
decomandat,84500,2.0,58.0,72.0,1.0,mediu
decomandat,95000,2.0,54.0,66.0,1.0,mediu
decomandat,76904,2.0,87.0,97.0,1.0,mediu
decomandat,92000,2.0,57.0,65.0,1.0,mediu
semidecomandat,95090,2.0,69.0,79.0,1.0,mediu
semidecomandat,92000,2.0,50.0,69.0,1.0,mediu
decomandat,127110,2.0,48.0,67.0,1.0,mediu
semidecomandat,139900,2.0,64.0,86.0,1.0,mediu
decomandat,185310,3.0,77.0,103.0,2.0,mare
decomandat,106000,2.0,54.0,60.0,1.0,mediu
decomandat,89430,4.0,106.0,126.0,2.0,mediu
semidecomandat,71500,3.0,84.0,90.0,2.0,mediu
decomandat,26900,1.0,32.0,42.0,1.0,mic
semidecomandat,36540,2.0,42.0,49.0,1.0,mic
decomandat,110000,2.0,60.0,,2.0,mediu
decomandat,195000,3.0,85.0,105.0,2.0,mare
decomandat,599000,4.0,154.0,160.0,3.0,mare
,82250,2.0,52.0,64.0,1.0,mediu
decomandat,95000,2.0,54.0,66.0,1.0,mediu
decomandat,65000,2.0,63.0,75.0,1.0,mic
semidecomandat,77000,1.0,43.0,58.0,1.0,mediu
decomandat,265000,4.0,152.0,,3.0,mare
decomandat,79000,2.0,55.0,63.0,1.0,mediu
decomandat,90000,3.0,76.0,85.0,2.0,mediu
semidecomandat,118000,3.0,84.0,159.0,1.0,mediu
semidecomandat,800000,4.0,141.0,156.0,3.0,mare
semidecomandat,53000,2.0,51.0,62.0,1.0,mic
,300000,4.0,140.0,184.0,2.0,mare
semidecomandat,199000,4.0,100.0,,2.0,mare
decomandat,132000,3.0,84.0,105.0,2.0,mediu
decomandat,83500,2.0,50.0,57.0,1.0,mediu
decomandat,108500,3.0,91.0,105.0,2.0,mediu
semidecomandat,95000,4.0,110.0,143.0,2.0,mediu
nedecomandat,91500,4.0,84.0,94.0,2.0,mediu
semidecomandat,160000,5.0,146.0,165.0,3.0,mare
decomandat,67000,1.0,47.0,47.0,1.0,mediu
decomandat,149001,3.0,110.0,120.0,2.0,mare
,38250,2.0,45.0,51.0,1.0,mic
decomandat,81076,1.0,50.0,60.0,1.0,mediu
decomandat,330000,3.0,112.0,132.0,2.0,mare
semidecomandat,191500,3.0,78.0,87.0,2.0,mare
semidecomandat,64000,1.0,37.0,44.0,1.0,mic
decomandat,69550,2.0,64.0,79.0,1.0,mediu
decomandat,255000,4.0,144.0,,3.0,mare
decomandat,31500,1.0,39.0,49.0,1.0,mic
semidecomandat,82000,1.0,47.0,61.0,1.0,mediu
decomandat,219500,3.0,82.0,113.0,2.0,mare
decomandat,155000,3.0,133.0,150.0,2.0,mare
decomandat,129000,2.0,72.0,83.0,2.0,mediu
decomandat,95900,3.0,71.0,93.0,2.0,mediu
decomandat,190000,3.0,90.0,110.0,2.0,mare
decomandat,144550,2.0,56.0,68.0,1.0,mare
decomandat,56500,2.0,56.0,67.0,1.0,mic
decomandat,57000,1.0,37.0,45.0,1.0,mic
decomandat,135000,4.0,77.0,85.0,2.0,mediu
circular,152500,4.0,106.0,127.0,2.0,mare
semidecomandat,81392,2.0,64.0,77.0,1.0,mediu
decomandat,58800,1.0,38.0,47.0,1.0,mic
decomandat,200000,3.0,94.0,94.0,2.0,mare
semidecomandat,64699,3.0,80.0,92.0,2.0,mic
decomandat,115000,2.0,50.0,62.0,1.0,mediu
decomandat,82000,2.0,45.0,51.0,1.0,mediu
decomandat,267800,3.0,99.0,121.0,2.0,mare
semidecomandat,79550,1.0,43.0,,1.0,mediu
decomandat,37900,1.0,38.0,44.0,1.0,mic
semidecomandat,72900,2.0,52.0,55.0,1.0,mediu
decomandat,117000,3.0,73.0,77.0,2.0,mediu
decomandat,99590,2.0,101.0,127.0,1.0,mediu
decomandat,162590,2.0,59.0,93.0,1.0,mare
decomandat,83900,3.0,81.0,110.0,2.0,mediu
decomandat,181000,2.0,79.0,99.0,2.0,mare
decomandat,36500,1.0,33.0,37.0,1.0,mic
decomandat,84000,2.0,59.0,67.0,1.0,mediu
decomandat,149000,3.0,142.0,176.0,2.0,mare
decomandat,159900,3.0,88.0,98.0,2.0,mare
decomandat,105000,4.0,103.0,113.0,2.0,mediu
decomandat,285000,3.0,97.0,132.0,2.0,mare
decomandat,72860,3.0,80.0,94.0,2.0,mediu
decomandat,150000,3.0,70.0,84.0,2.0,mare
decomandat,57000,2.0,56.0,75.0,1.0,mic
decomandat,233000,4.0,112.0,141.0,2.0,mare
decomandat,600000,4.0,220.0,,3.0,mare
semidecomandat,149000,3.0,70.0,84.0,2.0,mare
semidecomandat,284000,3.0,105.0,150.0,2.0,mare
decomandat,129900,3.0,72.0,,1.0,mediu
decomandat,295000,4.0,180.0,233.0,3.0,mare
decomandat,155500,3.0,85.0,104.0,2.0,mare
decomandat,450000,4.0,177.0,207.0,3.0,mare
decomandat,89000,1.0,42.0,51.0,1.0,mediu
semidecomandat,51071,2.0,60.0,68.0,1.0,mic
decomandat,134500,3.0,93.0,105.0,2.0,mediu
decomandat,74190,3.0,89.0,105.0,2.0,mediu
decomandat,165000,3.0,65.0,70.0,1.0,mare
decomandat,119000,2.0,54.0,67.0,2.0,mediu
semidecomandat,37000,1.0,18.0,23.0,1.0,mic
decomandat,320000,5.0,177.0,228.0,4.0,mare
semidecomandat,73521,2.0,62.0,78.0,1.0,mediu
decomandat,450000,3.0,115.0,,2.0,mare
decomandat,179000,3.0,76.0,95.0,2.0,mare
decomandat,73900,2.0,64.0,82.0,2.0,mediu
semidecomandat,39000,1.0,38.0,51.0,1.0,mic
decomandat,135000,2.0,64.0,67.0,1.0,mediu
decomandat,329000,3.0,103.0,112.0,2.0,mare
nedecomandat,25000,1.0,25.0,30.0,1.0,mic
decomandat,83500,2.0,58.0,73.0,1.0,mediu
circular,349900,5.0,180.0,250.0,3.0,mare
decomandat,76000,2.0,52.0,58.0,1.0,mediu
decomandat,135000,3.0,90.0,102.0,2.0,mediu
decomandat,68600,2.0,48.0,71.0,1.0,mediu
,22400,1.0,22.0,25.0,1.0,mic
decomandat,41900,2.0,70.0,74.0,1.0,mic
decomandat,148000,3.0,70.0,140.0,2.0,mare
decomandat,128310,2.0,70.0,,1.0,mediu
decomandat,39800,1.0,38.0,45.0,1.0,mic
decomandat,103000,2.0,50.0,55.0,1.0,mediu
decomandat,55600,2.0,46.0,53.0,1.0,mic
semidecomandat,162000,4.0,108.0,120.0,3.0,mare
semidecomandat,149000,4.0,145.0,174.0,1.0,mare
decomandat,93000,2.0,66.0,77.0,1.0,mediu
decomandat,185000,3.0,72.0,130.0,2.0,mare
decomandat,128000,3.0,84.0,,2.0,mediu
decomandat,290000,3.0,86.0,95.0,2.0,mare
decomandat,102000,3.0,77.0,88.0,2.0,mediu
semidecomandat,156000,3.0,86.0,98.0,2.0,mare
decomandat,113000,3.0,70.0,,1.0,mediu
decomandat,153000,3.0,85.0,114.0,2.0,mare
decomandat,46000,1.0,37.0,45.0,1.0,mic
decomandat,98800,2.0,52.0,71.0,1.0,mediu
semidecomandat,230000,4.0,113.0,150.0,1.0,mare
decomandat,66000,3.0,64.0,75.0,2.0,mediu
decomandat,82000,2.0,57.0,64.0,1.0,mediu
decomandat,116340,2.0,49.0,77.0,1.0,mediu
decomandat,164000,4.0,91.0,111.0,2.0,mare
decomandat,82000,2.0,56.0,64.0,1.0,mediu
decomandat,129340,2.0,50.0,70.0,1.0,mediu
decomandat,155000,3.0,113.0,140.0,2.0,mare
semidecomandat,132000,3.0,98.0,,2.0,mediu
decomandat,87900,3.0,90.0,112.0,1.0,mediu
decomandat,112022,3.0,79.0,91.0,2.0,mediu
semidecomandat,230000,3.0,93.0,150.0,1.0,mare
semidecomandat,129850,3.0,78.0,,2.0,mediu
decomandat,202500,3.0,121.0,168.0,2.0,mare
decomandat,25500,1.0,31.0,38.0,1.0,mic
decomandat,157500,3.0,85.0,104.0,2.0,mare
semidecomandat,450000,4.0,141.0,269.0,2.0,mare
decomandat,125000,3.0,85.0,115.0,2.0,mediu
decomandat,69000,2.0,55.0,65.0,1.0,mediu
decomandat,85000,2.0,63.0,70.0,1.0,mediu
semidecomandat,71900,2.0,63.0,76.0,1.0,mediu
decomandat,88000,3.0,70.0,75.0,1.0,mediu
semidecomandat,76500,1.0,43.0,58.0,1.0,mediu
decomandat,84000,2.0,59.0,66.0,1.0,mediu
decomandat,86000,4.0,78.0,98.0,2.0,mediu
decomandat,55000,1.0,36.0,45.0,1.0,mic
decomandat,372500,4.0,172.0,188.0,3.0,mare
,175300,3.0,78.0,,2.0,mare
decomandat,165000,3.0,104.0,121.0,2.0,mare
semidecomandat,78145,2.0,61.0,61.0,1.0,mediu
decomandat,67000,1.0,54.0,54.0,1.0,mediu
semidecomandat,270000,3.0,95.0,106.0,1.0,mare
semidecomandat,77900,1.0,47.0,47.0,1.0,mediu
circular,61000,2.0,50.0,70.0,1.0,mic
semidecomandat,89700,3.0,102.0,,3.0,mediu
semidecomandat,117600,3.0,63.0,86.0,1.0,mediu
decomandat,140000,3.0,77.0,80.0,2.0,mediu
decomandat,145000,3.0,77.0,77.0,2.0,mare
decomandat,65000,2.0,58.0,68.0,1.0,mic
decomandat,63500,1.0,33.0,45.0,1.0,mic
semidecomandat,149000,4.0,90.0,96.0,2.0,mare
decomandat,65000,2.0,62.0,75.0,1.0,mic
decomandat,240000,4.0,136.0,162.0,3.0,mare
decomandat,68095,2.0,59.0,72.0,1.0,mediu
decomandat,51200,1.0,36.0,45.0,1.0,mic
decomandat,45500,1.0,36.0,38.0,1.0,mic
decomandat,159373,2.0,52.0,125.0,1.0,mare
decomandat,84000,2.0,77.0,103.0,1.0,mediu
decomandat,69300,2.0,50.0,62.0,1.0,mediu
semidecomandat,60000,3.0,49.0,49.0,1.0,mic
decomandat,74000,3.0,71.0,97.0,2.0,mediu
decomandat,49000,1.0,28.0,35.0,1.0,mic
semidecomandat,229000,2.0,71.0,88.0,1.0,mare
circular,78000,2.0,64.0,72.0,1.0,mediu
decomandat,56000,2.0,42.0,51.0,1.0,mic
decomandat,40300,1.0,36.0,,1.0,mic
decomandat,59000,2.0,58.0,68.0,1.0,mic
semidecomandat,48000,3.0,47.0,,1.0,mic
decomandat,154999,4.0,90.0,100.0,2.0,mare
semidecomandat,159900,4.0,90.0,110.0,2.0,mare
decomandat,59000,2.0,53.0,67.0,1.0,mic
semidecomandat,176660,3.0,64.0,89.0,2.0,mare
circular,75000,2.0,51.0,57.0,1.0,mediu
semidecomandat,140000,3.0,62.0,67.0,1.0,mediu
semidecomandat,80636,2.0,63.0,80.0,1.0,mediu
decomandat,998000,4.0,227.0,308.0,3.0,mare
semidecomandat,95000,2.0,54.0,71.0,1.0,mediu
decomandat,252000,6.0,164.0,247.0,3.0,mare
semidecomandat,54000,3.0,79.0,100.0,2.0,mic
decomandat,63500,2.0,64.0,76.0,1.0,mic
decomandat,65000,2.0,51.0,51.0,1.0,mic
decomandat,287000,5.0,160.0,200.0,2.0,mare
decomandat,74190,3.0,88.0,104.0,2.0,mediu
semidecomandat,79832,2.0,65.0,81.0,1.0,mediu
decomandat,245000,4.0,121.0,160.0,2.0,mare
decomandat,56500,2.0,56.0,67.0,1.0,mic
semidecomandat,43500,2.0,40.0,46.0,1.0,mic
decomandat,89800,2.0,55.0,72.0,1.0,mediu
decomandat,95000,2.0,54.0,66.0,1.0,mediu
decomandat,55000,1.0,38.0,46.0,1.0,mic
semidecomandat,92000,3.0,64.0,75.0,1.0,mediu
semidecomandat,92985,3.0,71.0,93.0,2.0,mediu
semidecomandat,105000,3.0,67.0,,2.0,mediu
decomandat,158000,3.0,77.0,85.0,2.0,mare
decomandat,95000,3.0,64.0,,1.0,mediu
decomandat,118000,2.0,58.0,66.0,1.0,mediu
decomandat,89999,3.0,86.0,106.0,2.0,mediu
semidecomandat,37000,1.0,32.0,42.0,1.0,mic
decomandat,148000,5.0,92.0,109.0,2.0,mare
decomandat,92000,2.0,55.0,72.0,1.0,mediu
semidecomandat,155000,2.0,71.0,100.0,2.0,mare
decomandat,187000,3.0,103.0,127.0,2.0,mare
decomandat,65000,2.0,49.0,5.0,1.0,mic
decomandat,315000,3.0,96.0,132.0,2.0,mare
decomandat,41700,1.0,41.0,65.0,1.0,mic
decomandat,57200,1.0,36.0,53.0,1.0,mic
decomandat,47900,3.0,64.0,72.0,2.0,mic
decomandat,39335,1.0,42.0,51.0,1.0,mic
decomandat,125000,4.0,92.0,100.0,2.0,mediu
semidecomandat,129500,2.0,57.0,68.0,1.0,mediu
decomandat,32900,1.0,33.0,40.0,1.0,mic
decomandat,68000,2.0,61.0,75.0,1.0,mediu
decomandat,90000,4.0,90.0,95.0,2.0,mediu
decomandat,123000,2.0,65.0,89.0,1.0,mediu
decomandat,82650,3.0,67.0,77.0,2.0,mediu
semidecomandat,76500,1.0,43.0,58.0,1.0,mediu
decomandat,127000,3.0,78.0,93.0,2.0,mediu
decomandat,155000,3.0,95.0,117.0,2.0,mare
semidecomandat,169000,3.0,95.0,105.0,2.0,mare
decomandat,95500,2.0,73.0,87.0,1.0,mediu
nedecomandat,219000,8.0,200.0,250.0,2.0,mare
decomandat,222500,4.0,105.0,,3.0,mare
semidecomandat,105900,3.0,70.0,80.0,2.0,mediu
semidecomandat,78500,1.0,43.0,58.0,1.0,mediu
semidecomandat,82000,2.0,56.0,64.0,1.0,mediu
decomandat,91450,3.0,81.0,96.0,2.0,mediu
semidecomandat,139000,4.0,85.0,85.0,2.0,mediu
decomandat,290000,3.0,140.0,170.0,2.0,mare
decomandat,70500,2.0,69.0,78.0,1.0,mediu
semidecomandat,75100,2.0,58.0,,1.0,mediu
decomandat,335000,5.0,184.0,250.0,3.0,mare
decomandat,121000,2.0,51.0,76.0,2.0,mediu
semidecomandat,74500,3.0,63.0,68.0,1.0,mediu
semidecomandat,80500,3.0,66.0,83.0,2.0,mediu
decomandat,84000,2.0,59.0,66.0,1.0,mediu
circular,57000,2.0,50.0,55.0,1.0,mic
semidecomandat,180000,2.0,75.0,93.0,1.0,mare
decomandat,129500,3.0,172.0,180.0,2.0,mediu
decomandat,63700,2.0,49.0,59.0,1.0,mic
decomandat,76190,2.0,73.0,85.0,1.0,mediu
decomandat,67500,2.0,52.0,65.0,1.0,mediu
semidecomandat,57048,2.0,57.0,65.0,1.0,mic
decomandat,49500,2.0,45.0,50.0,1.0,mic
decomandat,155000,3.0,105.0,115.0,2.0,mare
decomandat,95000,3.0,99.0,119.0,2.0,mediu
decomandat,65238,3.0,75.0,85.0,2.0,mediu
decomandat,70860,3.0,78.0,91.0,2.0,mediu
decomandat,52900,2.0,64.0,74.0,1.0,mic
decomandat,53525,2.0,55.0,65.0,1.0,mic
